x0000,y0000
136.393,29.4
136.793,29.4
137.193,29.4
137.593,29.4
137.993,29.4
138.73,0.
139.126,0.
139.521,0.
139.916,0.
140.311,0.
140.706,0.
141.101,0.
141.496,0.
141.891,0.
142.286,0.
142.681,0.
143.076,0.
143.471,0.
143.866,0.
144.261,0.
144.656,0.
145.051,0.
145.446,0.
145.841,0.
146.236,0.
146.631,0.
147.026,0.
147.421,0.
147.816,0.
148.211,0.
148.606,0.
149.001,0.
149.396,0.
149.791,0.
150.186,0.
150.581,0.
150.976,0.
151.371,0.
151.766,0.
152.161,0.
152.556,0.
152.951,0.
153.346,0.
153.741,0.
154.136,0.
154.531,0.
154.926,0.
155.321,0.
155.716,0.
156.111,0.
156.506,0.
156.901,0.
157.296,0.
157.691,0.
158.086,0.
158.481,0.
158.876,0.
159.271,0.
159.666,0.
160.061,0.
160.456,0.
160.851,0.
161.246,0.
161.641,0.
162.036,0.
162.431,0.
162.826,0.
163.221,0.
163.616,0.
164.011,0.
164.406,0.
164.801,0.
165.196,0.
165.591,0.
